Date,Adj Close
2011-05-16,8.03388
2011-05-17,7.19000
2011-05-18,6.88000
2011-05-19,6.80500
2011-05-20,5.59039
2011-05-21,6.11971
2011-05-22,6.69010
2011-05-23,7.14991
2011-05-24,7.42000
2011-05-25,8.39970
2011-05-26,8.79800
2011-05-27,8.50020
2011-05-28,8.30010
2011-05-29,8.42990
2011-05-30,8.80000
2011-05-31,8.74100
2011-06-01,9.57000
2011-06-02,10.60000
2011-06-03,14.29000
2011-06-04,18.89000
2011-06-05,16.70000
2011-06-06,18.54990
2011-06-07,23.92340
2011-06-08,29.60000
2011-06-09,28.91900
2011-06-10,23.94970
2011-06-11,14.65110
2011-06-12,18.54640
2011-06-13,19.84000
2011-06-14,19.28000
2011-06-15,19.49000
2011-06-16,17.00000
2011-06-17,15.68100
2011-06-18,16.89000
2011-06-19,17.51000
2011-06-20,—
2011-06-21,—
2011-06-22,—
2011-06-23,—
2011-06-24,—
2011-06-25,—
2011-06-26,16.45001
2011-06-27,16.75004
2011-06-28,16.94980
2011-06-29,16.84500
2011-06-30,16.10098
2011-07-01,15.39700
2011-07-02,15.40000
2011-07-03,15.44049
2011-07-04,13.86000
2011-07-05,12.90691
2011-07-06,14.78347
2011-07-07,14.77609
2011-07-08,14.31399
2011-07-09,14.38000
2011-07-10,14.90000
2011-07-11,14.20912
2011-07-12,14.00943
2011-07-13,13.95099
2011-07-14,13.99000
2011-07-15,13.81000
2011-07-16,13.71910
2011-07-17,13.16000
2011-07-18,13.48000
2011-07-19,13.85024
2011-07-20,13.68943
2011-07-21,13.61000
2011-07-22,13.69542
2011-07-23,13.68000
2011-07-24,13.98001
2011-07-25,14.04780
2011-07-26,13.88214
2011-07-27,13.93940
2011-07-28,13.49011
2011-07-29,13.49832
2011-07-30,13.53034
2011-07-31,13.35000
2011-08-01,13.09460
2011-08-02,12.05000
2011-08-03,9.26000
2011-08-04,10.75000
2011-08-05,9.79990
2011-08-06,6.55000
2011-08-07,7.90000
2011-08-08,7.79991
2011-08-09,9.99000
2011-08-10,9.98000
2011-08-11,9.46248
2011-08-12,9.46051
2011-08-13,10.13100
2011-08-14,10.79570
2011-08-15,11.14979
2011-08-16,10.96409
2011-08-17,10.94555
2011-08-18,10.83001
2011-08-19,11.65000
2011-08-20,11.45300
2011-08-21,11.31125
2011-08-22,10.89500
2011-08-23,10.94001
2011-08-24,10.85060
2011-08-25,9.65702
2011-08-26,8.17939
2011-08-27,8.59020
2011-08-28,9.07011
2011-08-29,8.96900
2011-08-30,8.79134
2011-08-31,8.19951
2011-09-01,8.21000
2011-09-02,8.64000
2011-09-03,8.48000
2011-09-04,8.17798
2011-09-05,7.61101
2011-09-06,6.86280
2011-09-07,7.18640
2011-09-08,6.53000
2011-09-09,5.03000
2011-09-10,4.77390
2011-09-11,5.86435
2011-09-12,6.07800
2011-09-13,5.80000
2011-09-14,5.61932
2011-09-15,4.84000
2011-09-16,4.82000
2011-09-17,4.77000
2011-09-18,5.20000
2011-09-19,5.46001
2011-09-20,6.11191
2011-09-21,5.61140
2011-09-22,5.42781
2011-09-23,5.54514
2011-09-24,5.46829
2011-09-25,5.33000
2011-09-26,4.86969
2011-09-27,4.91560
2011-09-28,4.77247
2011-09-29,4.77935
2011-09-30,5.14009
2011-10-01,5.03241
2011-10-02,5.02701
2011-10-03,5.02401
2011-10-04,4.96000
2011-10-05,4.87000
2011-10-06,4.73443
2011-10-07,4.27280
2011-10-08,4.00753
2011-10-09,4.10288
2011-10-10,4.10000
2011-10-11,3.93080
2011-10-12,4.15000
2011-10-13,4.04615
2011-10-14,3.98791
2011-10-15,3.84214
2011-10-16,3.55701
2011-10-17,2.55998
2011-10-18,2.41901
2011-10-19,2.27000
2011-10-20,2.34801
2011-10-21,2.57000
2011-10-22,3.15880
2011-10-23,3.17000
2011-10-24,2.54500
2011-10-25,2.77000
2011-10-26,2.77302
2011-10-27,3.04001
2011-10-28,3.18999
2011-10-29,3.58113
2011-10-30,3.27000
2011-10-31,3.24801
2011-11-01,3.15000
2011-11-02,3.25429
2011-11-03,3.15200
2011-11-04,3.10900
2011-11-05,2.97002
2011-11-06,2.95959
2011-11-07,3.00677
2011-11-08,3.03501
2011-11-09,2.95001
2011-11-10,2.83993
2011-11-11,3.08001
2011-11-12,3.03099
2011-11-13,2.99686
2011-11-14,2.22000
2011-11-15,2.32896
2011-11-16,2.56035
2011-11-17,2.25000
2011-11-18,2.04999
2011-11-19,2.19585
2011-11-20,2.20000
2011-11-21,2.29400
2011-11-22,2.32890
2011-11-23,2.33209
2011-11-24,2.43210
2011-11-25,2.50612
2011-11-26,2.47003
2011-11-27,2.47991
2011-11-28,2.55000
2011-11-29,2.75019
2011-11-30,2.97010
2011-12-01,3.06000
2011-12-02,3.11510
2011-12-03,2.79400
2011-12-04,2.82809
2011-12-05,2.87980
2011-12-06,3.03000
2011-12-07,2.99001
2011-12-08,2.98000
2011-12-09,2.96999
2011-12-10,3.05000
2011-12-11,3.25110
2011-12-12,3.13500
2011-12-13,3.24990
2011-12-14,3.15000
2011-12-15,3.20000
2011-12-16,3.20000
2011-12-17,3.20010
2011-12-18,3.19300
2011-12-19,3.52020
2011-12-20,3.95000
2011-12-21,3.89000
2011-12-22,3.89010
2011-12-23,3.94678
2011-12-24,3.94000
2011-12-25,4.22500
2011-12-26,4.01800
2011-12-27,4.06997
2011-12-28,4.18552
2011-12-29,4.16600
2011-12-30,4.24800
2011-12-31,4.72202
2012-01-01,5.26766
2012-01-02,5.21678
2012-01-03,4.88080
2012-01-04,5.57383
2012-01-05,6.94760
2012-01-06,6.69693
2012-01-07,6.81000
2012-01-08,7.11358
2012-01-09,6.32570
2012-01-10,6.36000
2012-01-11,6.90000
2012-01-12,6.79999
2012-01-13,6.41000
2012-01-14,6.75001
2012-01-15,7.00177
2012-01-16,6.68254
2012-01-17,5.59998
2012-01-18,5.92000
2012-01-19,6.35979
2012-01-20,6.48979
2012-01-21,6.18000
2012-01-22,6.30970
2012-01-23,6.35600
2012-01-24,6.28978
2012-01-25,5.75000
2012-01-26,5.34000
2012-01-27,5.29199
2012-01-28,5.62667
2012-01-29,5.38090
2012-01-30,5.49048
2012-01-31,5.48379
2012-02-01,6.07561
2012-02-02,6.10000
2012-02-03,5.95930
2012-02-04,5.87343
2012-02-05,5.68881
2012-02-06,5.45345
2012-02-07,5.69000
2012-02-08,5.59998
2012-02-09,5.83000
2012-02-10,5.91260
2012-02-11,5.60050
2012-02-12,5.51468
2012-02-13,5.26000
2012-02-14,4.46292
2012-02-15,4.32510
2012-02-16,4.27390
2012-02-17,4.41000
2012-02-18,4.22201
2012-02-19,4.38669
2012-02-20,4.36146
2012-02-21,4.27200
2012-02-22,4.42474
2012-02-23,5.01500
2012-02-24,5.02880
2012-02-25,4.77302
2012-02-26,4.92200
2012-02-27,4.95598
2012-02-28,4.86798
2012-02-29,4.86001
2012-03-01,4.92130
2012-03-02,4.70499
2012-03-03,4.61436
2012-03-04,4.82001
2012-03-05,4.98427
2012-03-06,4.99010
2012-03-07,4.93752
2012-03-08,4.93016
2012-03-09,4.86112
2012-03-10,4.83315
2012-03-11,4.91000
2012-03-12,4.89005
2012-03-13,5.27000
2012-03-14,5.38000
2012-03-15,5.32656
2012-03-16,5.34388
2012-03-17,5.21590
2012-03-18,5.27943
2012-03-19,4.69390
2012-03-20,4.83790
2012-03-21,4.81488
2012-03-22,4.70430
2012-03-23,4.68596
2012-03-24,4.67600
2012-03-25,4.55001
2012-03-26,4.61911
2012-03-27,4.81125
2012-03-28,4.78800
2012-03-29,4.80838
2012-03-30,4.86000
2012-03-31,4.90873
2012-04-01,4.82700
2012-04-02,4.97400
2012-04-03,4.95200
2012-04-04,4.91008
2012-04-05,4.91900
2012-04-06,4.94991
2012-04-07,4.68715
2012-04-08,4.79252
2012-04-09,4.87191
2012-04-10,4.83668
2012-04-11,4.92790
2012-04-12,4.91968
2012-04-13,4.93999
2012-04-14,4.95970
2012-04-15,4.96892
2012-04-16,4.93201
2012-04-17,4.97587
2012-04-18,5.11780
2012-04-19,5.13766
2012-04-20,5.35000
2012-04-21,5.26008
2012-04-22,5.20352
2012-04-23,4.95999
2012-04-24,5.09822
2012-04-25,5.13182
2012-04-26,5.09762
2012-04-27,5.10947
2012-04-28,4.97940
2012-04-29,4.90441
2012-04-30,4.94910
2012-05-01,5.00000
2012-05-02,5.07367
2012-05-03,5.13438
2012-05-04,5.06700
2012-05-05,5.07700
2012-05-06,5.04991
2012-05-07,5.06002
2012-05-08,5.04997
2012-05-09,5.04370
2012-05-10,4.85000
2012-05-11,4.96000
2012-05-12,4.94619
2012-05-13,4.92996
2012-05-14,5.00594
2012-05-15,5.03500
2012-05-16,5.08870
2012-05-17,5.09980
2012-05-18,5.11801
2012-05-19,5.09950
2012-05-20,5.09002
2012-05-21,5.09977
2012-05-22,5.09877
2012-05-23,5.13970
2012-05-24,5.11904
2012-05-25,5.14546
2012-05-26,5.10324
2012-05-27,5.13896
2012-05-28,5.13580
2012-05-29,5.14997
2012-05-30,5.13500
2012-05-31,5.18011
2012-06-01,5.27481
2012-06-02,5.24898
2012-06-03,5.20510
2012-06-04,5.26599
2012-06-05,5.44001
2012-06-06,5.46001
2012-06-07,5.59100
2012-06-08,5.63300
2012-06-09,5.55997
2012-06-10,5.46829
2012-06-11,5.57471
2012-06-12,5.70003
2012-06-13,5.92900
2012-06-14,5.95410
2012-06-15,6.50000
2012-06-16,6.40000
2012-06-17,6.16382
2012-06-18,6.30998
2012-06-19,6.49876
2012-06-20,6.67000
2012-06-21,6.68008
2012-06-22,6.54781
2012-06-23,6.42850
2012-06-24,6.35002
2012-06-25,6.30482
2012-06-26,6.41950
2012-06-27,6.64700
2012-06-28,6.60588
2012-06-29,6.65000
2012-06-30,6.68999
2012-07-01,6.62898
2012-07-02,6.75999
2012-07-03,6.44993
2012-07-04,6.51010
2012-07-05,6.67000
2012-07-06,6.64811
2012-07-07,6.76207
2012-07-08,6.79898
2012-07-09,7.02150
2012-07-10,7.19990
2012-07-11,7.15000
2012-07-12,7.76437
2012-07-13,7.66510
2012-07-14,7.54210
2012-07-15,7.62101
2012-07-16,8.49960
2012-07-17,8.80001
2012-07-18,9.10977
2012-07-19,8.86999
2012-07-20,8.52000
2012-07-21,8.84553
2012-07-22,8.40960
2012-07-23,8.44565
2012-07-24,8.60000
2012-07-25,8.80000
2012-07-26,8.90000
2012-07-27,8.90000
2012-07-28,8.88810
2012-07-29,8.71027
2012-07-30,9.09800
2012-07-31,9.35000
2012-08-01,9.55030
2012-08-02,10.53000
2012-08-03,10.97000
2012-08-04,10.98398
2012-08-05,10.86998
2012-08-06,10.85517
2012-08-07,11.10000
2012-08-08,11.05530
2012-08-09,11.06110
2012-08-10,11.38637
2012-08-11,11.51020
2012-08-12,11.62399
2012-08-13,12.03749
2012-08-14,12.19000
2012-08-15,13.25000
2012-08-16,13.50000
2012-08-17,11.58360
2012-08-18,11.61000
2012-08-19,8.00000
2012-08-20,10.10000
2012-08-21,9.91502
2012-08-22,9.80679
2012-08-23,10.09997
2012-08-24,10.60000
2012-08-25,10.52390
2012-08-26,10.61000
2012-08-27,10.95000
2012-08-28,10.94000
2012-08-29,10.91690
2012-08-30,10.77699
2012-08-31,10.16000
2012-09-01,9.96544
2012-09-02,10.20410
2012-09-03,10.53000
2012-09-04,10.38471
2012-09-05,10.99971
2012-09-06,11.18100
2012-09-07,11.00000
2012-09-08,11.03700
2012-09-09,11.02000
2012-09-10,11.17000
2012-09-11,11.33081
2012-09-12,11.36489
2012-09-13,11.39900
2012-09-14,11.67000
2012-09-15,11.75000
2012-09-16,11.87000
2012-09-17,11.89000
2012-09-18,12.25000
2012-09-19,12.57250
2012-09-20,12.28253
2012-09-21,12.36800
2012-09-22,12.23781
2012-09-23,12.19331
2012-09-24,12.10000
2012-09-25,12.19700
2012-09-26,12.27000
2012-09-27,12.30889
2012-09-28,12.39101
2012-09-29,12.36309
2012-09-30,12.40000
2012-10-01,12.40000
2012-10-02,12.84000
2012-10-03,12.89000
2012-10-04,12.85000
2012-10-05,12.68800
2012-10-06,12.50500
2012-10-07,11.80001
2012-10-08,11.77809
2012-10-09,11.89500
2012-10-10,12.12000
2012-10-11,12.03000
2012-10-12,12.00000
2012-10-13,11.86101
2012-10-14,11.73890
2012-10-15,11.83807
2012-10-16,11.84990
2012-10-17,11.81000
2012-10-18,11.93977
2012-10-19,11.74012
2012-10-20,11.73991
2012-10-21,11.63107
2012-10-22,11.71012
2012-10-23,11.65000
2012-10-24,11.64999
2012-10-25,10.86158
2012-10-26,10.17061
2012-10-27,10.26051
2012-10-28,10.69998
2012-10-29,10.59999
2012-10-30,10.88753
2012-10-31,11.20100
2012-11-01,10.57000
2012-11-02,10.46877
2012-11-03,10.64250
2012-11-04,10.80011
2012-11-05,10.74800
2012-11-06,10.89899
2012-11-07,10.92000
2012-11-08,10.92500
2012-11-09,10.81500
2012-11-10,10.88999
2012-11-11,10.86870
2012-11-12,11.00801
2012-11-13,10.95120
2012-11-14,10.95000
2012-11-15,11.19771
2012-11-16,11.74889
2012-11-17,11.78889
2012-11-18,11.65152
2012-11-19,11.79990
2012-11-20,11.73281
2012-11-21,11.76999
2012-11-22,12.42191
2012-11-23,12.34501
2012-11-24,12.41153
2012-11-25,12.48210
2012-11-26,12.24546
2012-11-27,12.20000
2012-11-28,12.34769
2012-11-29,12.45000
2012-11-30,12.56500
2012-12-01,12.56201
2012-12-02,12.50004
2012-12-03,12.67899
2012-12-04,13.41000
2012-12-05,13.38000
2012-12-06,13.29899
2012-12-07,13.49990
2012-12-08,13.42007
2012-12-09,13.38800
2012-12-10,13.43335
2012-12-11,13.55703
2012-12-12,13.69890
2012-12-13,13.70010
2012-12-14,13.60004
2012-12-15,13.49011
2012-12-16,13.30002
2012-12-17,13.25005
2012-12-18,13.29899
2012-12-19,13.59900
2012-12-20,13.52463
2012-12-21,13.49998
2012-12-22,13.37136
2012-12-23,13.31202
2012-12-24,13.38001
2012-12-25,13.35001
2012-12-26,13.46786
2012-12-27,13.42174
2012-12-28,13.42119
2012-12-29,13.40000
2012-12-30,13.45001
2012-12-31,13.51001
2013-01-01,13.30413
2013-01-02,13.27999
2013-01-03,13.39786
2013-01-04,13.50000
2013-01-05,13.44000
2013-01-06,13.45395
2013-01-07,13.58755
2013-01-08,13.74275
2013-01-09,13.77001
2013-01-10,14.13999
2013-01-11,14.13701
2013-01-12,14.23699
2013-01-13,14.11601
2013-01-14,14.30002
2013-01-15,14.25003
2013-01-16,14.73000
2013-01-17,15.50001
2013-01-18,15.70499
2013-01-19,15.61500
2013-01-20,15.70000
2013-01-21,16.80000
2013-01-22,17.26142
2013-01-23,17.50004
2013-01-24,16.89596
2013-01-25,17.40001
2013-01-26,17.88000
2013-01-27,17.81821
2013-01-28,18.72101
2013-01-29,19.52538
2013-01-30,19.70001
2013-01-31,20.41001
2013-02-01,20.49897
2013-02-02,19.63001
2013-02-03,20.59000
2013-02-04,20.43005
2013-02-05,20.60001
2013-02-06,21.18000
2013-02-07,22.15000
2013-02-08,22.66000
2013-02-09,23.65000
2013-02-10,23.96975
2013-02-11,24.65000
2013-02-12,25.16975
2013-02-13,24.20000
2013-02-14,27.22050
2013-02-15,27.10000
2013-02-16,27.21584
2013-02-17,26.81460
2013-02-18,26.95000
2013-02-19,29.41759
2013-02-20,29.64501
2013-02-21,29.74768
2013-02-22,30.24539
2013-02-23,29.79999
2013-02-24,29.88999
2013-02-25,30.39999
2013-02-26,31.10000
2013-02-27,30.90120
2013-02-28,33.38000
2013-03-01,34.50000
2013-03-02,34.25000
2013-03-03,34.49999
2013-03-04,36.15200
2013-03-05,40.33000
2013-03-06,41.02010
2013-03-07,41.99999
2013-03-08,44.17999
2013-03-09,46.85000
2013-03-10,46.00000
2013-03-11,48.39999
2013-03-12,44.28994
2013-03-13,46.92002
2013-03-14,47.16960
2013-03-15,46.95000
2013-03-16,47.00019
2013-03-17,47.40000
2013-03-18,51.60001
2013-03-19,59.14001
2013-03-20,64.48880
2013-03-21,70.85000
2013-03-22,69.86501
2013-03-23,64.35000
2013-03-24,71.50000
2013-03-25,73.60000
2013-03-26,78.50000
2013-03-27,88.92000
2013-03-28,86.18000
2013-03-29,90.50000
2013-03-30,92.19003
2013-03-31,93.03001
2013-04-01,104.00000
2013-04-02,117.98000
2013-04-03,135.00000
2013-04-04,132.12001
2013-04-05,142.32356
2013-04-06,142.63112
2013-04-07,162.30102
2013-04-08,187.50000
2013-04-09,230.00000
2013-04-10,165.00000
2013-04-11,124.90000
2013-04-12,117.00000
2013-04-13,93.00000
2013-04-14,89.99999
2013-04-15,82.38601
2013-04-16,68.35568
2013-04-17,93.07000
2013-04-18,109.01000
2013-04-19,118.48000
2013-04-20,126.61552
2013-04-21,119.20000
2013-04-22,127.39999
2013-04-23,143.47500
2013-04-24,154.20000
2013-04-25,141.71002
2013-04-26,136.90001
2013-04-27,128.00011
2013-04-28,134.44444
2013-04-29,143.99991
2013-04-30,139.22690
2013-05-01,116.37999
2013-05-02,106.25000
2013-05-03,98.10000
2013-05-04,112.90000
2013-05-05,115.98000
2013-05-06,112.25000
2013-05-07,109.60013
2013-05-08,113.20000
2013-05-09,112.79900
2013-05-10,117.70000
2013-05-11,115.64000
2013-05-12,114.82002
2013-05-13,117.97968
2013-05-14,111.40000
2013-05-15,114.22000
2013-05-16,118.21000
2013-05-17,123.49997
2013-05-18,123.21100
2013-05-19,122.50000
2013-05-20,122.02000
2013-05-21,122.89001
2013-05-22,123.80000
2013-05-23,126.30000
2013-05-24,133.10000
2013-05-25,131.98600
2013-05-26,133.50000
2013-05-27,129.76999
2013-05-28,128.99996
2013-05-29,132.25000
2013-05-30,128.79901
2013-05-31,128.81505
2013-06-01,129.30000
2013-06-02,122.50000
2013-06-03,120.73716
2013-06-04,121.39997
2013-06-05,121.90001
2013-06-06,118.96990
2013-06-07,111.00000
2013-06-08,107.89242
2013-06-09,100.43743
2013-06-10,106.35001
2013-06-11,109.00000
2013-06-12,108.77592
2013-06-13,103.94900
2013-06-14,100.00000
2013-06-15,99.80000
2013-06-16,99.90000
2013-06-17,101.95000
2013-06-18,107.34998
2013-06-19,108.25100
2013-06-20,111.29000
2013-06-21,109.50000
2013-06-22,108.20000
2013-06-23,107.90001
2013-06-24,102.09000
2013-06-25,103.32933
2013-06-26,104.00000
2013-06-27,101.73678
2013-06-28,94.66000
2013-06-29,94.99900
2013-06-30,97.51000
2013-07-01,88.05000
2013-07-02,90.40502
2013-07-03,78.89000
2013-07-04,80.03565
2013-07-05,68.50001
2013-07-06,69.65500
2013-07-07,76.50000
2013-07-08,76.00003
2013-07-09,76.70000
2013-07-10,88.00000
2013-07-11,88.97901
2013-07-12,93.98994
2013-07-13,98.32000
2013-07-14,94.41986
2013-07-15,98.89028
2013-07-16,97.10000
2013-07-17,98.50001
2013-07-18,90.06889
2013-07-19,92.00000
2013-07-20,89.82138
2013-07-21,91.99800
2013-07-22,91.60100
2013-07-23,95.55851
2013-07-24,95.08999
2013-07-25,96.95000
2013-07-26,96.02015
2013-07-27,94.40000
2013-07-28,98.78002
2013-07-29,101.48400
2013-07-30,107.96000
2013-07-31,106.21188
2013-08-01,104.00000
2013-08-02,104.50102
2013-08-03,104.95000
2013-08-04,105.12000
2013-08-05,106.72001
2013-08-06,106.55641
2013-08-07,105.98993
2013-08-08,103.05000
2013-08-09,102.80000
2013-08-10,102.99999
2013-08-11,105.00000
2013-08-12,106.81349
2013-08-13,109.60000
2013-08-14,112.56205
2013-08-15,109.99497
2013-08-16,108.99438
2013-08-17,112.75000
2013-08-18,113.38000
2013-08-19,118.50203
2013-08-20,121.20001
2013-08-21,123.30002
2013-08-22,121.99994
2013-08-23,118.51002
2013-08-24,119.60255
2013-08-25,122.11102
2013-08-26,120.07000
2013-08-27,131.29500
2013-08-28,128.76000
2013-08-29,129.30034
2013-08-30,138.03002
2013-08-31,141.00000
2013-09-01,146.01003
2013-09-02,144.00000
2013-09-03,144.00000
2013-09-04,132.51000
2013-09-05,130.20002
2013-09-06,121.90000
2013-09-07,128.99496
2013-09-08,126.31501
2013-09-09,133.10000
2013-09-10,132.61636
2013-09-11,142.10000
2013-09-12,139.35499
2013-09-13,140.66000
2013-09-14,136.71490
2013-09-15,138.30020
2013-09-16,139.41938
2013-09-17,139.15001
2013-09-18,140.41238
2013-09-19,135.05037
2013-09-20,133.80726
2013-09-21,134.38000
2013-09-22,134.00001
2013-09-23,133.40000
2013-09-24,134.77880
